TTPIA A/V Box,format,TTPIAavid,NORMALIZED_CALL_NO,ttpia reel #,#,of,#,BIB_ID,date / range,extent,medium,new title,creator,description note,TITLE,reformatting note,,YYYY,,MM,,DD,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1814 FRAME NA,1814,01,of,01,26405,1973,(1 TAPE) 1:30 min. radio program,audio,Stimulating agriculture in TTPI,,english and micronesian languages.,1:30 MIN. RADIO PROGRAM ON STIMULATING AGRICULTURE IN TTPI. ENGLISH AND MICRONESIAN LANGUAGES.,,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1815 FRAME NA,1815,01,of,01,26406,1976,(1 TAPE),audio,"discussion of new palau airport. in english and palauan. poor quality. august 12, 1976.",,,"DISCUSSION OF NEW PALAU AIRPORT. IN ENGLISH AND PALAUAN. POOR QUALITY. AUGUST 12, 1976.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1818 FRAME NA,1818,01,of,02,26409,1976,"(2 TAPES, 2 CC)",audio,"recording of public hearing on proposed new dock for yap 1 7/8 1 ps. poor sound. may 6, 1976.",,,"RECORDING OF PUBLIC HEARING ON PROPOSED NEW DOCK FOR YAP 1 7/8 1 PS. POOR SOUND. MAY 6, 1976.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1818 FRAME NA,1818,02,of,02,26409,1976,"(2 TAPES, 2 CC)",audio,"recording of public hearing on proposed new dock for yap 1 7/8 1 ps. poor sound. may 6, 1976.",,,"RECORDING OF PUBLIC HEARING ON PROPOSED NEW DOCK FOR YAP 1 7/8 1 PS. POOR SOUND. MAY 6, 1976.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1821 FRAME NA,1821,01,of,04,26412,1971,"(PEOPLE UNIDENTIFIED) (4 TAPES, 4 CC)",audio,"recording of meeting on comprehensive health planning, consumer workshop - held in truk on june 22-24, 1971.",,,"RECORDING OF MEETING ON COMPREHENSIVE HEALTH PLANNING, CONSUMER WORKSHOP - HELD IN TRUK ON JUNE 22-24, 1971.",,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1821 FRAME NA,1821,02,of,04,26412,1971,"(PEOPLE UNIDENTIFIED) (4 TAPES, 4 CC)",audio,"recording of meeting on comprehensive health planning, consumer workshop - held in truk on june 22-24, 1971.",,,"RECORDING OF MEETING ON COMPREHENSIVE HEALTH PLANNING, CONSUMER WORKSHOP - HELD IN TRUK ON JUNE 22-24, 1971.",,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1821 FRAME NA,1821,03,of,04,26412,1971,"(PEOPLE UNIDENTIFIED) (4 TAPES, 4 CC)",audio,"recording of meeting on comprehensive health planning, consumer workshop - held in truk on june 22-24, 1971.",,,"RECORDING OF MEETING ON COMPREHENSIVE HEALTH PLANNING, CONSUMER WORKSHOP - HELD IN TRUK ON JUNE 22-24, 1971.",,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1821 FRAME NA,1821,04,of,04,26412,1971,"(PEOPLE UNIDENTIFIED) (4 TAPES, 4 CC)",audio,"recording of meeting on comprehensive health planning, consumer workshop - held in truk on june 22-24, 1971.",,,"RECORDING OF MEETING ON COMPREHENSIVE HEALTH PLANNING, CONSUMER WORKSHOP - HELD IN TRUK ON JUNE 22-24, 1971.",,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1823 FRAME NA,1823,01,of,01,26414,1969,"(1 TAPE)(FOR MICRONESIAN REPORTER, 4 QUARTER 1967) POOR 1 7/8 PS QUALITY.",audio,"interview with traditional chief petrus mailo, last ""high"" chief of truk. discussion of trukese history, custom/culture.",,,"INTERVIEW W/TRADITIONAL CHIEF PETRUS MAILO, LAST ""HIGH"" CHIEF OF TRUK. DISCUSSION OF TRUKESE HISTORY, CUSTOM/CULTURE.",,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1825 FRAME NA,1825,01,of,01,26416,1972,(1 TAPE),audio,background and history of political status negotiations prepared just before the 4th round of talks in palau. undated. 15 minutes.,,,BACKGROUND AND HISTORY OF POLITICAL STATUS NEGOTIATIONS PREPARED JUST BEFORE THE 4TH ROUND OF TALKS IN PALAU. UNDATED. 15 MINUTES.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1826 FRAME NA,1826,01,of,11,26417,1973,"(11 TAPES, 11 CC)",audio,tape of public hearings held by the subcomm. of the joint committee on future status (jcfs) in truk/ponape including pro & anti-independence groups. tape speed 15/16 1 ps.,,,TAPE OF PUBLIC HEARINGS HELD BY THE SUBCOMM. OF THE JOINT COMMITTEE ON FUTURE STATUS (JCFS) IN TRUK/PONAPE INCLUDING PRO & ANTI-INDEPENDENCE GROUPS. TAPE SPEED 15/16 1 PS.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1826 FRAME NA,1826,02,of,11,26417,1973,"(11 TAPES, 11 CC)",audio,tape of public hearings held by the subcomm. of the joint committee on future status (jcfs) in truk/ponape including pro & anti-independence groups. tape speed 15/16 1 ps.,,,TAPE OF PUBLIC HEARINGS HELD BY THE SUBCOMM. OF THE JOINT COMMITTEE ON FUTURE STATUS (JCFS) IN TRUK/PONAPE INCLUDING PRO & ANTI-INDEPENDENCE GROUPS. TAPE SPEED 15/16 1 PS.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1826 FRAME NA,1826,03,of,11,26417,1973,"(11 TAPES, 11 CC)",audio,tape of public hearings held by the subcomm. of the joint committee on future status (jcfs) in truk/ponape including pro & anti-independence groups. tape speed 15/16 1 ps.,,,TAPE OF PUBLIC HEARINGS HELD BY THE SUBCOMM. OF THE JOINT COMMITTEE ON FUTURE STATUS (JCFS) IN TRUK/PONAPE INCLUDING PRO & ANTI-INDEPENDENCE GROUPS. TAPE SPEED 15/16 1 PS.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1826 FRAME NA,1826,04,of,11,26417,1973,"(11 TAPES, 11 CC)",audio,tape of public hearings held by the subcomm. of the joint committee on future status (jcfs) in truk/ponape including pro & anti-independence groups. tape speed 15/16 1 ps.,,,TAPE OF PUBLIC HEARINGS HELD BY THE SUBCOMM. OF THE JOINT COMMITTEE ON FUTURE STATUS (JCFS) IN TRUK/PONAPE INCLUDING PRO & ANTI-INDEPENDENCE GROUPS. TAPE SPEED 15/16 1 PS.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1826 FRAME NA,1826,05,of,11,26417,1973,"(11 TAPES, 11 CC)",audio,tape of public hearings held by the subcomm. of the joint committee on future status (jcfs) in truk/ponape including pro & anti-independence groups. tape speed 15/16 1 ps.,,,TAPE OF PUBLIC HEARINGS HELD BY THE SUBCOMM. OF THE JOINT COMMITTEE ON FUTURE STATUS (JCFS) IN TRUK/PONAPE INCLUDING PRO & ANTI-INDEPENDENCE GROUPS. TAPE SPEED 15/16 1 PS.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1826 FRAME NA,1826,06,of,11,26417,1973,"(11 TAPES, 11 CC)",audio,tape of public hearings held by the subcomm. of the joint committee on future status (jcfs) in truk/ponape including pro & anti-independence groups. tape speed 15/16 1 ps.,,,TAPE OF PUBLIC HEARINGS HELD BY THE SUBCOMM. OF THE JOINT COMMITTEE ON FUTURE STATUS (JCFS) IN TRUK/PONAPE INCLUDING PRO & ANTI-INDEPENDENCE GROUPS. TAPE SPEED 15/16 1 PS.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1826 FRAME NA,1826,07,of,11,26417,1973,"(11 TAPES, 11 CC)",audio,tape of public hearings held by the subcomm. of the joint committee on future status (jcfs) in truk/ponape including pro & anti-independence groups. tape speed 15/16 1 ps.,,,TAPE OF PUBLIC HEARINGS HELD BY THE SUBCOMM. OF THE JOINT COMMITTEE ON FUTURE STATUS (JCFS) IN TRUK/PONAPE INCLUDING PRO & ANTI-INDEPENDENCE GROUPS. TAPE SPEED 15/16 1 PS.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1826 FRAME NA,1826,08,of,11,26417,1973,"(11 TAPES, 11 CC)",audio,tape of public hearings held by the subcomm. of the joint committee on future status (jcfs) in truk/ponape including pro & anti-independence groups. tape speed 15/16 1 ps.,,,TAPE OF PUBLIC HEARINGS HELD BY THE SUBCOMM. OF THE JOINT COMMITTEE ON FUTURE STATUS (JCFS) IN TRUK/PONAPE INCLUDING PRO & ANTI-INDEPENDENCE GROUPS. TAPE SPEED 15/16 1 PS.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1826 FRAME NA,1826,09,of,11,26417,1973,"(11 TAPES, 11 CC)",audio,tape of public hearings held by the subcomm. of the joint committee on future status (jcfs) in truk/ponape including pro & anti-independence groups. tape speed 15/16 1 ps.,,,TAPE OF PUBLIC HEARINGS HELD BY THE SUBCOMM. OF THE JOINT COMMITTEE ON FUTURE STATUS (JCFS) IN TRUK/PONAPE INCLUDING PRO & ANTI-INDEPENDENCE GROUPS. TAPE SPEED 15/16 1 PS.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1826 FRAME NA,1826,10,of,11,26417,1973,"(11 TAPES, 11 CC)",audio,tape of public hearings held by the subcomm. of the joint committee on future status (jcfs) in truk/ponape including pro & anti-independence groups. tape speed 15/16 1 ps.,,,TAPE OF PUBLIC HEARINGS HELD BY THE SUBCOMM. OF THE JOINT COMMITTEE ON FUTURE STATUS (JCFS) IN TRUK/PONAPE INCLUDING PRO & ANTI-INDEPENDENCE GROUPS. TAPE SPEED 15/16 1 PS.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1826 FRAME NA,1826,11,of,11,26417,1973,"(11 TAPES, 11 CC)",audio,tape of public hearings held by the subcomm. of the joint committee on future status (jcfs) in truk/ponape including pro & anti-independence groups. tape speed 15/16 1 ps.,,,TAPE OF PUBLIC HEARINGS HELD BY THE SUBCOMM. OF THE JOINT COMMITTEE ON FUTURE STATUS (JCFS) IN TRUK/PONAPE INCLUDING PRO & ANTI-INDEPENDENCE GROUPS. TAPE SPEED 15/16 1 PS.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1829 FRAME NA,1829,01,of,01,26420,1978,(TRANSITION) (1 TAPE),audio,"interview with keith guthrie, status lno and n. neiman craley (mbs), november 1, 1978. interviewed in ponape during congress session.",,,"INTERVIEW WITH KEITH GUTHRIE, STATUS LNO AND N. NEIMAN CRALEY (MBS), NOVEMBER 1, 1978. INTERVIEWED IN PONAPE DURING CONGRESS SESSION.",,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1833 FRAME NA,1833,01,of,01,26432,1973,(1 TAPE),audio,ceremony held in celebration of a visit by certain members of the congress of micronesia and some trukese officials in one of the villages (islands) in truk.,,,CEREMONY HELD IN CELEBRATION OF A VISIT BY CERTAIN MEMBERS OF THE CONGRESS OF MICRONESIA AND SOME TRUKESE OFFICIALS IN ONE OF THE VILLAGES (ISLANDS) IN TRUK.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1837 FRAME NA,1837,01,of,01,26436,,(1 TAPE),audio,micronesian national anthem and some ponapean local songs.,,,MICRONESIAN NATIONAL ANTHEM AND SOME PONAPEAN LOCAL SONGS.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1838 FRAME NA,1838,01,of,01,26437,,(1 TAPE),audio,ponapean and american kids songs - sang by a group of ponapean small kids.,,,PONAPEAN AND AMERICAN KIDS SONGS - SANG BY A GROUP OF PONAPEAN SMALL KIDS.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1840 FRAME NA,1840,01,of,01,26439,1968,(1 TAPE) (ABOUT 90% OF TAPE IS EMPTY) ,audio,marshallese local songs.,,,MARSHALLESE LOCAL SONGS.,,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1849 FRAME NA,1849,01,of,01,26448,1975,(1 TAPE),audio,"taped remarks of senator pedro a. tenorio to he senate, congress of micronesia on june 22, 1975 following the cnmi plebiscite on common- wealth.",,,"TAPED REMARKS OF SENATOR PEDRO A. TENORIO TO HE SENATE, CONGRESS OF MICRONESIA ON JUNE 22, 1975 FOLLOWING THE CNMI PLEBISCITE ON COMMON- WEALTH.",,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1901 FRAME NA,1901,01,of,01,26475,1982,(15 MIN. TAPE),audio,"lazarus salii's speech on presidential announcement (english version) regarding territorial gov't., social, arts, community dev. and voting for palau 1st president of palau.",,,"LAZARUS SALII'S SPEECH ON PRESIDENTIAL ANNOUNCEMENT (ENGLISH VERSION) REGARDING TERRITORIAL GOV'T., SOCIAL, ARTS, COMMUNITY DEV. AND VOTING FOR PALAU 1ST PRESIDENT OF PALAU.",,.,,,,,,
RR5 06,"5.25x5.25""",,MFILM V10001 REEL 1902 FRAME NA,1902,01,of,01,26476,1975,(15 MINUTES TAPE),audio,"covenant celebration by eddy pangelinan of the northern mariana islands and david sablan addressing the northern mariana islands officials in feb. 15, 1975.",,,"COVENANT CELEBRATION BY EDDY PANGELINAN OF THE NORTHERN MARIANA ISLANDS AND DAVID SABLAN ADDRESSING THE NORTHERN MARIANA ISLANDS OFFICIALS IN FEB. 15, 1975.",,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 1905 FRAME NA,1905,01,of,01,26479,,(45 MINUTES TAPE),audio,news broadcast about the congress of micronesia at saipan. in yapese language.,,,NEWS BROADCAST ABOUT THE CONGRESS OF MICRONESIA AT SAIPAN. IN YAPESE LANGUAGE.,,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 1907 FRAME NA,1907,01,of,01,26481,,(31 MINUTES TAPE),audio,stories of yap related to traditional. from stone money to man and women's.,,,STORIES OF YAP RELATED TO TRADITIONAL. FROM STONE MONEY TO MAN AND WOMEN'S.,,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 1930 FRAME NA,1930,01,of,01,27497,,,audio,sound trach for a movie on ponape. undated but about 1973. no sound effects - only narration. 2 copies.,,,SOUND TRACH FOR A MOVIE ON PONAPE. UNDATED BUT ABOUT 1973. NO SOUND EFFECTS - ONLY NARRATION. 2 COPIES.,,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 1979 FRAME NA,1979,01,of,01,28786,1973,"(1 CASSETTE, 1 REEL)",cassette + reel,taped narration of filmstrip on ponape islands. filmstrip not avaible. narrated by george callison. undated/early 70's.,,,TAPED NARRATION OF FILMSTRIP ON PONAPE ISLANDS. FILMSTRIP NOT AVAIBLE. NARRATED BY GEORGE CALLISON. UNDATED/EARLY 70'S.,,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 1987 FRAME NA,1987,01,of,01,29945,1973,,audio,tape of pre-bid conference on proposed koror-babelthaup bridge. dated 08/08/73.,,,TAPE OF PRE-BID CONFERENCE ON PROPOSED KOROR-BABELTHAUP BRIDGE. DATED 08/08/73.,,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 4080 FRAME NA,4080,01,of,12,36090,,,audio,"tape recording of mary vance trent at a public meeting on tinian, july 1, 1973. political status matters. 1973",,"Noted as ""Kapu, KP""","TAPE RECORDING OF MARY VANCE TRENT AT A PUBLIC MEETING ON TINIAN, JULY 1, 1973. POLITICAL STATUS MATTERS. 1973",,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 4080 FRAME NA,4080,02,of,12,36090,,,audio,"tape recording of mary vance trent at a public meeting on tinian, july 1, 1973. political status matters. 1973",,"Noted as ""Kapu, KP""","TAPE RECORDING OF MARY VANCE TRENT AT A PUBLIC MEETING ON TINIAN, JULY 1, 1973. POLITICAL STATUS MATTERS. 1973",,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 4080 FRAME NA,4080,03,of,12,36090,,,audio,"tape recording of mary vance trent at a public meeting on tinian, july 1, 1973. political status matters. 1973",,"Noted as ""Kapu, KP""","TAPE RECORDING OF MARY VANCE TRENT AT A PUBLIC MEETING ON TINIAN, JULY 1, 1973. POLITICAL STATUS MATTERS. 1973",,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 4080 FRAME NA,4080,04,of,12,36090,,,audio,"tape recording of mary vance trent at a public meeting on tinian, july 1, 1973. political status matters. 1973",,"Noted as ""Kapu, KP""","TAPE RECORDING OF MARY VANCE TRENT AT A PUBLIC MEETING ON TINIAN, JULY 1, 1973. POLITICAL STATUS MATTERS. 1973",,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 4080 FRAME NA,4080,05,of,12,36090,,,audio,"tape recording of mary vance trent at a public meeting on tinian, july 1, 1973. political status matters. 1973",,"Noted as ""Kapu, KP""","TAPE RECORDING OF MARY VANCE TRENT AT A PUBLIC MEETING ON TINIAN, JULY 1, 1973. POLITICAL STATUS MATTERS. 1973",,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 4080 FRAME NA,4080,06,of,12,36090,,,audio,"tape recording of mary vance trent at a public meeting on tinian, july 1, 1973. political status matters. 1973",,"Noted as ""Kapu, KP""","TAPE RECORDING OF MARY VANCE TRENT AT A PUBLIC MEETING ON TINIAN, JULY 1, 1973. POLITICAL STATUS MATTERS. 1973",,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 4080 FRAME NA,4080,07,of,12,36090,,,audio,"tape recording of mary vance trent at a public meeting on tinian, july 1, 1973. political status matters. 1973",,"Noted as ""Kapu, KP""","TAPE RECORDING OF MARY VANCE TRENT AT A PUBLIC MEETING ON TINIAN, JULY 1, 1973. POLITICAL STATUS MATTERS. 1973",,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 4080 FRAME NA,4080,08,of,12,36090,,,audio,"tape recording of mary vance trent at a public meeting on tinian, july 1, 1973. political status matters. 1973",,"Noted as ""Kapu, KP""","TAPE RECORDING OF MARY VANCE TRENT AT A PUBLIC MEETING ON TINIAN, JULY 1, 1973. POLITICAL STATUS MATTERS. 1973",,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 4080 FRAME NA,4080,09,of,12,36090,,,audio,"tape recording of mary vance trent at a public meeting on tinian, july 1, 1973. political status matters. 1973",,"Noted as ""Kapu, KP""","TAPE RECORDING OF MARY VANCE TRENT AT A PUBLIC MEETING ON TINIAN, JULY 1, 1973. POLITICAL STATUS MATTERS. 1973",,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 4080 FRAME NA,4080,10,of,12,36090,,,audio,"tape recording of mary vance trent at a public meeting on tinian, july 1, 1973. political status matters. 1973",,"Noted as ""Kapu, KP""","TAPE RECORDING OF MARY VANCE TRENT AT A PUBLIC MEETING ON TINIAN, JULY 1, 1973. POLITICAL STATUS MATTERS. 1973",,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 4080 FRAME NA,4080,11,of,12,36090,,,audio,"tape recording of mary vance trent at a public meeting on tinian, july 1, 1973. political status matters. 1973",,"Noted as ""Kapu, KP""","TAPE RECORDING OF MARY VANCE TRENT AT A PUBLIC MEETING ON TINIAN, JULY 1, 1973. POLITICAL STATUS MATTERS. 1973",,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 4080 FRAME NA,4080,12,of,12,36090,,,audio,"tape recording of mary vance trent at a public meeting on tinian, july 1, 1973. political status matters. 1973",,"Noted as ""Kapu, KP""","TAPE RECORDING OF MARY VANCE TRENT AT A PUBLIC MEETING ON TINIAN, JULY 1, 1973. POLITICAL STATUS MATTERS. 1973",,.,,,,,,
RR5 07,"5.25x5.25""",,MFILM V10001 REEL 4081 FRAME NA,4081,01,of,01,36091,,,audio,tape recording of discussion on marianas political status early 1970s. reel to reel. 1971,,,TAPE RECORDING OF DISCUSSION ON MARIANAS POLITICAL STATUS EARLY 1970S. REEL TO REEL. 1971,,.,,,,,,
RR5 07,"5.25x5.25""",,Not in index (NII),NII-0002,01,of,06,NII,1977,,audio,unknown,,,,,.,,,,,,
RR5 07,"5.25x5.25""",,Not in index (NII),NII-0002,02,of,06,NII,1977,,audio,unknown,,,,,.,,,,,,
RR5 07,"5.25x5.25""",,Not in index (NII),NII-0002,03,of,06,NII,1977,,audio,unknown,,,,,.,,,,,,
RR5 07,"5.25x5.25""",,Not in index (NII),NII-0002,04,of,06,NII,1977,,audio,unknown,,,,,.,,,,,,
RR5 07,"5.25x5.25""",,Not in index (NII),NII-0002,05,of,06,NII,1977,,audio,unknown,,,,,.,,,,,,
RR5 07,"5.25x5.25""",,Not in index (NII),NII-0002,06,of,06,NII,1977,,audio,unknown,,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index (NII),NII-0003,01,of,02,NII,,,audio,unknown,,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index (NII),NII-0003,01,of,02,NII,,,audio,unknown,,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,02,of,03,NII,1977,,audio,[Tape #2]. 1977-05-09,United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,03,of,03,NII,1977,,audio,[Tape #3]. 1977-05-10,United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,01,of,07,NII,1979,,audio,Asian Spotlight #19.1979-04. Independence for small territories...,United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,05,of,07,NII,1976,,audio,Coleman's statement on Leo's removal. 1976-07-19. ,United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,02,of,07,NII,1971,,audio,High Commissioner press conference. 1971-08-26. ,United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,04,of,07,NII,[1975],,audio,Press conference with Ambassador Franklin Haydn Williams.[1975]-07-21. ,United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,14,of,14,NII,[1973],,audio,"Program 5, United Nations Trusteeship Council Marianas Delegation Presentation.[1973].  part 2",United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,04,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-19, PM. Floor. ",United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,04,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-20, PM. Floor. ",United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,04,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-22, AM. ",United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,04,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-27, AM. ",United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,01,of,02,NII,1981,,audio,Trusteeship Council. 1981-05-29. ,United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,04,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-27, PM. ",United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,07,of,07,NII,,,audio,unknown,United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,03,of,07,NII,1979,,audio,Vice President Mondale1979-10-24. ,United Nations,,,,.,,,,,,
RR5 08,"5.25x5.25""",,Not in index,NII-0004,06,of,07,NII,1974,,audio,"Yochi Kohoma campaign speech, Constitutional Convention Delegate District #1. 1974-01-02. ",United Nations,,,,.,,,,,,
RR7 01,"7.25x7.5""",,MFILM V10001 REEL 1600 FRAME NA,1600,01,of,01,26221,1976,(1 TAPE)(UNDATED TAPE) IN 1976.,audio,Interview with congress ekpap silk. subject: operations of congress.,ESG Dialog for Micronesia,,ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH CONGRESS EKPAP SILK. SUBJECT: OPERATIONS OF CONGRESS.,,.,,,,,,
RR7 01,"7.25x7.5""",,MFILM V10001 REEL 1601 FRAME NA,1601,01,of,01,26222,1975,(1 TAPE),audio,"Interview with andon amaraich, fred ramp and charles dominick, chairman of the joint committee on the law of the sea. feb. 27, 1975.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH ANDON AMARAICH, FRED RAMP AND CHARLES DOMINICK, CHAIRMAN OF THE JOINT COMMITTEE ON THE LAW OF THE SEA. FEB. 27, 1975.",,.,,,,,,
RR7 01,"7.25x7.5""",,MFILM V10001 REEL 1602 FRAME NA,1602,01,of,01,26223,1974,(1 TAPE),audio,"Interview with senator andon amaraich, august 6, 1974 on law of the sea.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH SENATOR ANDON AMARAICH, AUGUST 6, 1974 ON LAW OF THE SEA.",,.,,,,,,
